"","SECTOR","Symbol","GainLoss_dol","GainLoss_perc","Bought","Buy_price","Sold","Sell_price","PROFIT","EQUITY"
"1826","Consumer Services","LBRDK",-1.26,-1.79,2018-05-01,70.5,2018-05-03,69.239998,-17.9,1117.2
"1827","Consumer Services","LBRDK",-1.45,-1.83,2018-08-01,79.400002,2018-08-03,77.949997,-18.3,1098.9
"1828","Consumer Services","LBRDK",1.01,1.22,2018-10-31,82.709999,2018-11-02,83.720001,12.2,1111.1
"1829","Consumer Services","LBTYA",3.69,11.48,2016-02-12,32.150002,2016-02-17,35.84,114.8,1114.8
"1830","Consumer Services","LBTYA",-0.2,-0.54,2016-05-06,36.91,2016-05-10,36.709999,-5.39999999999998,1109.4
"1831","Consumer Services","LBTYA",0.91,2.9,2016-08-03,31.379999,2016-08-05,32.290001,29,1138.4
"1832","Consumer Services","LBTYA",-3.74,-11.59,2016-11-02,32.279999,2016-11-04,28.540001,-115.9,1022.5
"1833","Consumer Services","LBTYA",0.54,1.53,2017-02-15,35.32,2017-02-17,35.860001,15.3000000000001,1037.8
"1834","Consumer Services","LBTYA",-2.07,-6.11,2017-05-05,33.889999,2017-05-09,31.82,-61.1,976.7
"1835","Consumer Services","LBTYA",-0.88,-2.55,2017-08-04,34.529999,2017-08-08,33.650002,-25.5,951.2
"1836","Consumer Services","LBTYA",-0.95,-3.07,2017-10-31,30.950001,2017-11-02,30,-30.6999999999999,920.5
"1837","Consumer Services","LBTYA",1.35,3.84,2018-02-13,35.150002,2018-02-15,36.5,38.4000000000001,958.9
"1838","Consumer Services","LBTYA",-0.21,-0.66,2018-05-07,31.85,2018-05-09,31.639999,-6.60000000000002,952.3
"1839","Consumer Services","LBTYA",0.11,0.39,2018-08-07,28.309999,2018-08-09,28.42,3.89999999999998,956.2
"1840","Consumer Services","LBTYA",0.96,3.76,2018-11-06,25.5,2018-11-08,26.459999,37.6000000000001,993.8
"1841","Consumer Services","LBTYB",0,0,2018-02-13,35.709999,2018-02-15,35.709999,0,1000
"1842","Consumer Services","LBTYB",-2.35,-7.22,2018-05-07,32.549999,2018-05-09,30.200001,-72.2,927.8
"1843","Consumer Services","LBTYB",0,0,2018-08-07,28.620001,2018-08-09,28.620001,0,927.8
"1844","Consumer Services","LBTYB",0,0,2018-11-06,25.290001,2018-11-08,25.290001,0,927.8
"1845","Consumer Services","LBTYK",3.44,11.22,2016-02-12,30.66,2016-02-17,34.099998,112.2,1112.2
"1846","Consumer Services","LBTYK",0.08,0.22,2016-05-06,35.98,2016-05-10,36.060001,2.19999999999993,1114.4
"1847","Consumer Services","LBTYK",0.81,2.66,2016-08-03,30.43,2016-08-05,31.24,26.5999999999999,1141
"1848","Consumer Services","LBTYK",-3.2,-10.11,2016-11-02,31.639999,2016-11-04,28.440001,-101.1,1039.9
"1849","Consumer Services","LBTYK",0.94,2.77,2017-02-15,33.970001,2017-02-17,34.91,27.7,1067.6
"1850","Consumer Services","LBTYK",-2.9,-8.68,2017-05-05,33.400002,2017-05-09,30.5,-86.8,980.8
"1851","Consumer Services","LBTYK",-1.1,-3.3,2017-08-04,33.310001,2017-08-08,32.209999,-33,947.8
"1852","Consumer Services","LBTYK",-0.99,-3.28,2017-10-31,30.18,2017-11-02,29.190001,-32.8,915
"1853","Consumer Services","LBTYK",0.61,1.8,2018-02-13,33.970001,2018-02-15,34.580002,18,933
"1854","Consumer Services","LBTYK",-0.15,-0.49,2018-05-07,30.49,2018-05-09,30.34,-4.89999999999998,928.1
"1855","Consumer Services","LBTYK",-0.39,-1.43,2018-08-07,27.290001,2018-08-09,26.9,-14.3,913.8
"1856","Consumer Services","LBTYK",0.85,3.41,2018-11-06,24.940001,2018-11-08,25.790001,34.0999999999999,947.9
"1857","Technology","LECO",-1.68,-2.84,2016-02-22,59.110001,2016-02-23,57.43,-28.4,971.6
"1858","Technology","LECO",1.98,3.33,2016-04-18,59.52,2016-04-19,61.5,33.3000000000002,1004.9
"1859","Technology","LECO",0.71,1.17,2016-07-22,60.450001,2016-07-25,61.16,11.7,1016.6
"1860","Technology","LECO",2.23,3.61,2016-10-20,61.77,2016-10-21,64,36.0999999999999,1052.7
"1861","Technology","LECO",0.2,0.24,2017-02-13,83.5,2017-02-14,83.699997,2.39999999999998,1055.1
"1862","Technology","LECO",4.75,5.78,2017-04-17,82.25,2017-04-18,87,57.8000000000002,1112.9
"1863","Technology","LECO",-8.79,-9.42,2017-07-24,93.290001,2017-07-25,84.5,-94.2,1018.7
"1864","Technology","LECO",-1.32,-1.35,2017-10-26,97.529999,2017-10-27,96.209999,-13.5,1005.2
"1865","Technology","LECO",-1.36,-1.54,2018-02-13,88.239998,2018-02-14,86.879997,-15.4,989.8
"1866","Technology","LECO",-1.26,-1.36,2018-04-20,92.959999,2018-04-23,91.699997,-13.6,976.2
"1867","Technology","LECO",-0.05,-0.05,2018-07-20,91.400002,2018-07-23,91.349998,-0.5,975.7
"1868","Technology","LECO",-1.45,-1.77,2018-10-24,81.980003,2018-10-25,80.529999,-17.7,958
"1869","Technology","LECO",-1.82,-2.02,2019-02-13,90.209999,2019-02-14,88.389999,-20.2,937.8
"1870","Consumer Services","LKQ",1.67,6.48,2016-02-24,25.780001,2016-02-25,27.450001,64.8,1064.8
"1871","Consumer Services","LKQ",-0.02,-0.06,2016-04-27,33.939999,2016-04-28,33.919998,-0.600000000000023,1064.2
"1872","Consumer Services","LKQ",-0.11,-0.32,2016-07-27,33.91,2016-07-28,33.799999,-3.19999999999993,1061
"1873","Consumer Services","LKQ",-2.05,-6.24,2016-10-26,32.830002,2016-10-27,30.780001,-62.4,998.6
"1874","Consumer Services","LKQ",-0.73,-2.23,2017-02-22,32.73,2017-02-23,32,-22.3,976.3
"1875","Consumer Services","LKQ",1.9,6.38,2017-04-26,29.799999,2017-04-27,31.700001,63.8000000000002,1040.1
"1876","Consumer Services","LKQ",0.1,0.3,2017-07-26,32.900002,2017-07-27,33,2.99999999999989,1043.1
"1877","Consumer Services","LKQ",-0.3,-0.81,2017-10-25,36.880001,2017-10-26,36.580002,-8.10000000000002,1035
"1878","Consumer Services","LKQ",-0.56,-1.35,2018-02-21,41.610001,2018-02-22,41.049999,-13.5,1021.5
"1879","Consumer Services","LKQ",-4.37,-11.69,2018-04-25,37.369999,2018-04-26,33,-116.9,904.6
"1880","Consumer Services","LKQ",1.3,3.86,2018-07-25,33.689999,2018-07-26,34.990002,38.5999999999999,943.2
"1881","Consumer Services","LKQ",-1.14,-4.24,2018-10-24,26.879999,2018-10-25,25.74,-42.4,900.8
"1882","Public Utilities","LNT",0.1,0.3,2016-02-19,33.575001,2016-02-22,33.674999,2.99999999999989,1003
"1883","Public Utilities","LNT",-0.13,-0.36,2016-05-03,35.674999,2016-05-04,35.544998,-3.60000000000002,999.4
"1884","Public Utilities","LNT",0.19,0.48,2016-07-29,39.950001,2016-08-01,40.139999,4.79999999999995,1004.2
"1885","Public Utilities","LNT",-0.58,-1.55,2016-11-02,37.349998,2016-11-03,36.77,-15.5,988.7
"1886","Public Utilities","LNT",0.44,1.15,2017-02-22,38.400002,2017-02-23,38.84,11.5000000000001,1000.2
"1887","Public Utilities","LNT",0.15,0.38,2017-05-02,39.209999,2017-05-03,39.360001,3.80000000000007,1004
"1888","Public Utilities","LNT",0.08,0.2,2017-08-02,40.66,2017-08-03,40.740002,2,1006
"1889","Public Utilities","LNT",-0.12,-0.28,2017-11-01,43.240002,2017-11-02,43.119999,-2.80000000000007,1003.2
"1890","Public Utilities","LNT",-0.29,-0.74,2018-02-21,39,2018-02-22,38.709999,-7.39999999999998,995.8
"1891","Public Utilities","LNT",-0.24,-0.56,2018-05-01,43,2018-05-02,42.759998,-5.60000000000002,990.2
"1892","Public Utilities","LNT",-0.31,-0.73,2018-08-01,42.709999,2018-08-02,42.400002,-7.29999999999995,982.9
"1893","Public Utilities","LNT",0.41,0.96,2018-11-05,42.599998,2018-11-06,43.009998,9.60000000000002,992.5
"1894","Public Utilities","LNT",0,0,2019-02-20,45.130001,2019-02-21,45.130001,0,992.5
"1895","Technology","LOGI",0.88,6.31,2016-01-19,13.95,2016-01-21,14.83,63.0999999999999,1063.1
"1896","Technology","LOGI",-0.18,-1.15,2016-04-26,15.6,2016-04-28,15.42,-11.5,1051.6
"1897","Technology","LOGI",2.69,15.78,2016-07-26,17.049999,2016-07-28,19.74,157.8,1209.4
"1898","Technology","LOGI",3.25,15.14,2016-10-24,21.459999,2016-10-26,24.709999,151.4,1360.8
"1899","Technology","LOGI",4.86,19.41,2017-01-23,25.040001,2017-01-25,29.9,194.1,1554.9
"1900","Technology","LOGI",3.14,10.18,2017-04-24,30.85,2017-04-26,33.990002,101.8,1656.7
"1901","Technology","LOGI",0.07,0.18,2017-07-21,38.150002,2017-07-25,38.220001,1.80000000000007,1658.5
"1902","Technology","LOGI",-1.01,-2.78,2017-10-20,36.32,2017-10-24,35.310001,-27.8000000000001,1630.7
"1903","Technology","LOGI",2.38,6.31,2018-01-19,37.689999,2018-01-23,40.07,63.0999999999999,1693.8
"1904","Technology","LOGI",3.1,8.45,2018-05-01,36.700001,2018-05-03,39.799999,84.5,1778.3
"1905","Technology","LOGI",-1.5,-3.2,2018-07-27,46.860001,2018-07-31,45.360001,-32,1746.3
"1906","Technology","LOGI",-3.28,-8.35,2018-10-19,39.279999,2018-10-23,36,-83.5,1662.8
"1907","Technology","LOGI",1.91,5.71,2019-01-18,33.450001,2019-01-23,35.360001,57.0999999999999,1719.9
"1908","Consumer Services","LOPE",4.63,13.48,2016-02-16,34.349998,2016-02-18,38.98,134.8,1134.8
"1909","Consumer Services","LOPE",0.77,1.8,2016-05-06,42.889999,2016-05-10,43.66,18,1152.8
"1910","Consumer Services","LOPE",0.74,1.77,2016-08-03,41.75,2016-08-05,42.490002,17.7,1170.5
"1911","Consumer Services","LOPE",2.25,5.14,2016-11-01,43.75,2016-11-03,46,51.3999999999999,1221.9
"1912","Consumer Services","LOPE",9.7,16.88,2017-02-15,57.48,2017-02-17,67.18,168.8,1390.7
"1913","Consumer Services","LOPE",2.29,3.06,2017-05-03,74.75,2017-05-05,77.040001,30.5999999999999,1421.3
"1914","Consumer Services","LOPE",6.51,8.94,2017-07-31,72.849998,2017-08-02,79.360001,89.3999999999999,1510.7
"1915","Consumer Services","LOPE",5.69,6.38,2017-10-31,89.209999,2017-11-02,94.900002,63.8000000000002,1574.5
"1916","Consumer Services","LOPE",3.82,4.1,2018-02-20,93.089996,2018-02-22,96.910004,41,1615.5
"1917","Consumer Services","LOPE",0.46,0.44,2018-05-01,103.540001,2018-05-03,104,4.39999999999998,1619.9
"1918","Consumer Services","LOPE",1.79,1.51,2018-08-07,118.209999,2018-08-09,120,15.0999999999999,1635
"1919","Consumer Services","LOPE",-2.19,-1.72,2018-11-07,127.190002,2018-11-09,125,-17.2,1617.8
"1920","Consumer Services","LOPE",14.99,15.62,2019-02-19,95.949997,2019-02-21,110.940002,156.2,1774
"1921","Finance","LPLA",-1.04,-3.86,2016-02-10,26.969999,2016-02-11,25.93,-38.6,961.4
"1922","Finance","LPLA",-0.46,-1.7,2016-04-27,27,2016-04-28,26.540001,-17,944.4
"1923","Finance","LPLA",0.24,0.97,2016-07-27,24.68,2016-07-28,24.92,9.70000000000005,954.1
"1924","Finance","LPLA",0.12,0.38,2016-11-01,31.209999,2016-11-02,31.33,3.80000000000007,957.9
"1925","Finance","LPLA",0,0,2017-02-08,39.040001,2017-02-09,39.040001,0,957.9
"1926","Finance","LPLA",-0.17,-0.43,2017-04-26,39.549999,2017-04-27,39.380001,-4.29999999999995,953.6
"1927","Finance","LPLA",0.03,0.06,2017-07-26,46.200001,2017-07-27,46.23,0.599999999999909,954.2
"1928","Finance","LPLA",-0.55,-1.03,2017-10-25,53.439999,2017-10-26,52.889999,-10.3,943.9
"1929","Finance","LPLA",-0.03,-0.05,2018-01-31,59.380001,2018-02-01,59.349998,-0.5,943.4
"1930","Finance","LPLA",-0.36,-0.59,2018-05-02,60.669998,2018-05-03,60.310001,-5.89999999999998,937.5
"1931","Finance","LPLA",0.17,0.25,2018-07-25,68.669998,2018-07-26,68.839996,2.5,940
"1932","Finance","LPLA",-2.2,-3.94,2018-10-24,55.869999,2018-10-25,53.669998,-39.4,900.6
"1933","Finance","LPLA",-0.91,-1.31,2019-01-30,69.720001,2019-01-31,68.809998,-13.1,887.5
"1934","Technology","LRCX",0.45,0.66,2016-01-26,68.059998,2016-01-28,68.510002,6.59999999999991,1006.6
"1935","Technology","LRCX",0.21,0.25,2016-04-19,82.5,2016-04-21,82.709999,2.5,1009.1
"1936","Technology","LRCX",1.74,1.91,2016-07-26,91.199997,2016-07-28,92.940002,19.0999999999999,1028.2
"1937","Technology","LRCX",0.95,0.96,2016-10-18,99.050003,2016-10-20,100,9.60000000000002,1037.8
"1938","Technology","LRCX",1.93,1.71,2017-01-24,113.099998,2017-01-26,115.029999,17.0999999999999,1054.9
"1939","Technology","LRCX",8.12,6.46,2017-04-17,125.739998,2017-04-19,133.860001,64.5999999999999,1119.5
"1940","Technology","LRCX",4.84,2.95,2017-07-25,164.080002,2017-07-27,168.919998,29.5,1149
"1941","Technology","LRCX",6.08,3.18,2017-10-16,191,2017-10-18,197.080002,31.8,1180.8
"1942","Technology","LRCX",4.97,2.36,2018-01-23,211.029999,2018-01-25,216,23.6,1204.4
"1943","Technology","LRCX",-5.01,-2.44,2018-04-16,205.25,2018-04-18,200.240005,-24.4,1180
"1944","Technology","LRCX",11.51,6.63,2018-07-25,173.490005,2018-07-27,185,66.3,1246.3
"1945","Technology","LRCX",10.5,7.39,2018-10-15,142,2018-10-17,152.5,73.9000000000001,1320.2
"1946","Technology","LRCX",3.9,2.66,2019-01-22,146.350006,2019-01-24,150.25,26.5999999999999,1346.8
"1947","Consumer Services","LSXMK",-0.29,-0.85,2016-08-04,33.970001,2016-08-05,33.68,-8.5,991.5
"1948","Consumer Services","LSXMK",0.25,0.77,2016-11-07,32.580002,2016-11-08,32.830002,7.70000000000005,999.2
"1949","Consumer Services","LSXMK",0.24,0.62,2017-02-27,38.869999,2017-02-28,39.110001,6.19999999999993,1005.4
"1950","Consumer Services","LSXMK",-0.17,-0.45,2017-05-08,37.509998,2017-05-09,37.34,-4.5,1000.9
"1951","Consumer Services","LSXMK",-0.52,-1.19,2017-08-08,43.540001,2017-08-09,43.02,-11.9,989
"1952","Consumer Services","LSXMK",-0.39,-0.95,2017-11-08,41.09,2017-11-09,40.700001,-9.5,979.5
"1953","Consumer Services","LSXMK",0.6,1.45,2018-02-28,41.5,2018-03-01,42.099998,14.5,994
"1954","Consumer Services","LSXMK",-0.61,-1.44,2018-05-08,42.34,2018-05-09,41.73,-14.4,979.6
"1955","Consumer Services","LSXMK",-0.15,-0.32,2018-08-07,47.189999,2018-08-08,47.040001,-3.19999999999993,976.4
"1956","Consumer Services","LSXMK",-1.3,-3.09,2018-11-07,42.09,2018-11-08,40.790001,-30.9000000000001,945.5
"1957","Consumer Non-Durables","LULU",4.92,8.12,2016-03-29,60.580002,2016-03-30,65.5,81.2,1081.2
"1958","Consumer Non-Durables","LULU",0.49,0.71,2016-06-07,68.550003,2016-06-08,69.040001,7.10000000000014,1088.3
"1959","Consumer Non-Durables","LULU",-1.05,-1.36,2016-08-31,76.940002,2016-09-01,75.889999,-13.6,1074.7
"1960","Consumer Non-Durables","LULU",-0.1,-0.17,2016-12-06,57.619999,2016-12-07,57.52,-1.70000000000005,1073
"1961","Consumer Non-Durables","LULU",0.02,0.03,2017-03-28,64.25,2017-03-29,64.269997,0.299999999999955,1073.3
"1962","Consumer Non-Durables","LULU",0.25,0.52,2017-05-31,48.02,2017-06-01,48.27,5.20000000000005,1078.5
"1963","Consumer Non-Durables","LULU",-0.69,-1.18,2017-08-30,58.459999,2017-08-31,57.77,-11.8000000000001,1066.7
"1964","Consumer Non-Durables","LULU",-0.95,-1.42,2017-12-05,67.029999,2017-12-06,66.080002,-14.2,1052.5
"1965","Consumer Non-Durables","LULU",0.34,0.42,2018-03-26,80.190002,2018-03-27,80.529999,4.19999999999993,1056.7
"1966","Consumer Non-Durables","LULU",0.21,0.2,2018-05-30,105.940002,2018-05-31,106.150002,2,1058.7
"1967","Consumer Non-Durables","LULU",-0.9,-0.65,2018-08-29,138.699997,2018-08-30,137.800003,-6.5,1052.2
"1968","Consumer Non-Durables","LULU",-6.5,-4.66,2018-12-04,139.5,2018-12-06,133,-46.6,1005.6
"1969","Consumer Services","MAR",-0.17,-0.26,2016-02-16,64.269997,2016-02-18,64.099998,-2.60000000000002,997.4
"1970","Consumer Services","MAR",0.23,0.34,2016-04-26,67.400002,2016-04-28,67.629997,3.40000000000009,1000.8
"1971","Consumer Services","MAR",-1.59,-2.24,2016-07-26,71.110001,2016-07-28,69.519997,-22.4,978.4
"1972","Consumer Services","MAR",1.32,1.92,2016-11-04,68.68,2016-11-08,70,19.2000000000002,997.6
"1973","Consumer Services","MAR",1.79,2.05,2017-02-14,87.309998,2017-02-16,89.099998,20.5,1018.1
"1974","Consumer Services","MAR",3.98,4.09,2017-05-05,97.220001,2017-05-09,101.199997,40.8999999999999,1059
"1975","Consumer Services","MAR",-3.12,-3,2017-08-04,104.07,2017-08-08,100.949997,-30,1029
"1976","Consumer Services","MAR",-0.34,-0.28,2017-11-06,121.339996,2017-11-08,121,-2.80000000000007,1026.2
"1977","Consumer Services","MAR",3.67,2.65,2018-02-13,138.449997,2018-02-15,142.119995,26.5,1052.7
"1978","Consumer Services","MAR",1.85,1.35,2018-05-07,136.580002,2018-05-09,138.429993,13.5000000000001,1066.2
"1979","Consumer Services","MAR",-3.8,-2.94,2018-08-03,129.110001,2018-08-07,125.309998,-29.4,1036.8
"1980","Consumer Services","MAR",-7.24,-5.92,2018-11-02,122.239998,2018-11-06,115,-59.2,977.6
"1981","Health Care","MASI",-1.96,-5.3,2016-02-22,36.959999,2016-02-24,35,-53,947
"1982","Health Care","MASI",2.38,5.58,2016-05-03,42.619999,2016-05-05,45,55.8000000000002,1002.8
"1983","Health Care","MASI",1.84,3.46,2016-08-02,53.16,2016-08-04,55,34.5999999999999,1037.4
"1984","Health Care","MASI",4.25,7.73,2016-11-01,55,2016-11-03,59.25,77.3,1114.7
"1985","Health Care","MASI",1.47,1.93,2017-02-13,76,2017-02-15,77.470001,19.3000000000001,1134
"1986","Health Care","MASI",-3.34,-3.19,2017-05-02,104.709999,2017-05-04,101.370003,-31.9000000000001,1102.1
"1987","Health Care","MASI",1.65,1.73,2017-08-01,95.610001,2017-08-03,97.260002,17.3000000000001,1119.4
"1988","Health Care","MASI",1.51,1.72,2017-10-30,88,2017-11-01,89.510002,17.2000000000002,1136.6
"1989","Health Care","MASI",5.21,6.14,2018-02-26,84.870003,2018-02-28,90.080002,61.3999999999999,1198
"1990","Health Care","MASI",3.13,3.5,2018-05-01,89.370003,2018-05-03,92.5,35,1233
"1991","Health Care","MASI",3.74,3.83,2018-07-31,97.760002,2018-08-02,101.5,38.3,1271.3
"1992","Health Care","MASI",3.43,3.03,2018-10-30,113.260002,2018-11-01,116.690002,30.3,1301.6
"1993","Consumer Non-Durables","MAT",0.37,1.35,2016-01-29,27.33,2016-02-01,27.700001,13.5000000000001,1013.5
"1994","Consumer Non-Durables","MAT",-0.1,-0.3,2016-04-19,33.889999,2016-04-20,33.790001,-3,1010.5
"1995","Consumer Non-Durables","MAT",-0.37,-1.13,2016-07-19,32.810001,2016-07-20,32.439999,-11.3,999.2
"1996","Consumer Non-Durables","MAT",0.33,1.08,2016-10-18,30.540001,2016-10-19,30.870001,10.8,1010
"1997","Consumer Non-Durables","MAT",0.97,3.21,2017-01-24,30.26,2017-01-25,31.23,32.0999999999999,1042.1
"1998","Consumer Non-Durables","MAT",-0.14,-0.55,2017-04-19,25.370001,2017-04-20,25.23,-5.5,1036.6
"1999","Consumer Non-Durables","MAT",-0.18,-0.85,2017-07-26,21.120001,2017-07-27,20.940001,-8.5,1028.1
"2000","Consumer Non-Durables","MAT",0.03,0.19,2017-10-25,15.43,2017-10-26,15.46,1.89999999999998,1030
"2001","Consumer Non-Durables","MAT",-0.32,-1.99,2018-01-31,16.059999,2018-02-01,15.74,-19.9,1010.1
"2002","Consumer Non-Durables","MAT",-0.47,-3.37,2018-04-25,13.96,2018-04-26,13.49,-33.6999999999999,976.4
"2003","Consumer Non-Durables","MAT",-0.18,-1.08,2018-07-24,16.59,2018-07-25,16.41,-10.8000000000001,965.6
"2004","Consumer Non-Durables","MAT",-0.36,-2.6,2018-10-24,13.84,2018-10-25,13.48,-26,939.6
"2005","Consumer Non-Durables","MAT",0.03,0.24,2019-02-06,12.36,2019-02-07,12.39,2.39999999999998,942
"2006","Technology","MCHP",-1.23,-2.82,2016-02-02,43.669998,2016-02-04,42.439999,-28.2,971.8
"2007","Technology","MCHP",-0.24,-0.49,2016-05-03,49.07,2016-05-05,48.830002,-4.89999999999998,966.9
"2008","Technology","MCHP",3.66,6.54,2016-08-05,55.970001,2016-08-09,59.630001,65.3999999999999,1032.3
"2009","Technology","MCHP",5.71,9.59,2016-11-04,59.52,2016-11-08,65.230003,95.9000000000001,1128.2
"2010","Technology","MCHP",7.35,10.63,2017-02-06,69.150002,2017-02-08,76.5,106.3,1234.5
"2011","Technology","MCHP",4.56,6.05,2017-05-08,75.330002,2017-05-10,79.889999,60.5,1295
"2012","Technology","MCHP",0.75,0.93,2017-08-02,80.68,2017-08-04,81.43,9.30000000000007,1304.3
"2013","Technology","MCHP",1.28,1.37,2017-11-03,93.720001,2017-11-07,95,13.7,1318
"2014","Technology","MCHP",-5.55,-5.96,2018-02-05,93.099998,2018-02-07,87.550003,-59.6,1258.4
"2015","Technology","MCHP",2.49,2.81,2018-05-07,88.510002,2018-05-09,91,28.0999999999999,1286.5
"2016","Technology","MCHP",-8.99,-9.23,2018-08-08,97.389999,2018-08-10,88.400002,-92.3000000000001,1194.2
"2017","Technology","MCHP",2.13,3.09,2018-11-06,68.870003,2018-11-08,71,30.8999999999999,1225.1
"2018","Technology","MCHP",6.76,8.27,2019-02-04,81.739998,2019-02-06,88.5,82.7,1307.8
"2019","Technology","MDB",1.72,6.67,2017-12-11,25.77,2017-12-13,27.49,66.7,1066.7
"2020","Technology","MDB",2.36,6.19,2018-03-12,38.139999,2018-03-14,40.5,61.9000000000001,1128.6
"2021","Technology","MDB",2.18,4.49,2018-06-05,48.560001,2018-06-07,50.740002,44.8999999999999,1173.5
"2022","Technology","MDB",0.38,0.52,2018-09-04,73.120003,2018-09-06,73.5,5.20000000000005,1178.7
"2023","Technology","MDB",-3,-3.49,2018-12-03,86,2018-12-06,83,-34.9000000000001,1143.8
"2024","Consumer Non-Durables","MDLZ",-3.74,-8.88,2016-02-02,42.119999,2016-02-03,38.380001,-88.8,911.2
"2025","Consumer Non-Durables","MDLZ",2.03,4.8,2016-04-26,42.27,2016-04-27,44.299999,48,959.2
"2026","Consumer Non-Durables","MDLZ",-0.45,-0.98,2016-07-26,45.700001,2016-07-27,45.25,-9.80000000000007,949.4
"2027","Consumer Non-Durables","MDLZ",2.09,4.9,2016-10-25,42.650002,2016-10-26,44.740002,49,998.4
"2028","Consumer Non-Durables","MDLZ",-0.31,-0.7,2017-02-06,44.349998,2017-02-07,44.040001,-7,991.4
"2029","Consumer Non-Durables","MDLZ",-0.82,-1.82,2017-05-01,45.040001,2017-05-02,44.220001,-18.2,973.2
"2030","Consumer Non-Durables","MDLZ",-0.01,-0.02,2017-08-01,44.040001,2017-08-02,44.029999,-0.199999999999932,973
"2031","Consumer Non-Durables","MDLZ",0.08,0.2,2017-10-27,40.380001,2017-10-30,40.459999,2,975
"2032","Consumer Non-Durables","MDLZ",-0.25,-0.56,2018-01-30,44.580002,2018-01-31,44.330002,-5.60000000000002,969.4
"2033","Consumer Non-Durables","MDLZ",-0.67,-1.67,2018-04-30,40.09,2018-05-01,39.419998,-16.7,952.7
"2034","Consumer Non-Durables","MDLZ",-0.28,-0.68,2018-07-24,41.279999,2018-07-25,41,-6.80000000000007,945.9
"2035","Consumer Non-Durables","MDLZ",-0.16,-0.39,2018-10-26,40.580002,2018-10-29,40.419998,-3.89999999999998,942
"2036","Consumer Non-Durables","MDLZ",0.26,0.6,2019-01-29,43.200001,2019-01-30,43.459999,6,948
"2037","Miscellaneous","MELI",6.99,7.19,2016-02-24,97.25,2016-02-26,104.239998,71.9000000000001,1071.9
"2038","Miscellaneous","MELI",6.34,5.11,2016-05-04,124.029999,2016-05-06,130.369995,51.0999999999999,1123
"2039","Miscellaneous","MELI",5.65,3.75,2016-08-03,150.75,2016-08-05,156.399994,37.5,1160.5
"2040","Miscellaneous","MELI",2.95,1.75,2016-11-02,169.050003,2016-11-04,172,17.5000000000001,1178
"2041","Miscellaneous","MELI",2.59,1.31,2017-02-22,198.410004,2017-02-24,201,13.1000000000001,1191.1
"2042","Miscellaneous","MELI",22.36,9.55,2017-05-03,234.130005,2017-05-05,256.48999,95.5,1286.6
"2043","Miscellaneous","MELI",-31.39,-10.69,2017-08-02,293.690002,2017-08-04,262.299988,-106.9,1179.7
"2044","Miscellaneous","MELI",13.75,5.67,2017-11-01,242.5,2017-11-03,256.25,56.7,1236.4
"2045","Miscellaneous","MELI",-20.11,-5.29,2018-02-21,380,2018-02-23,359.890015,-52.9,1183.5
"2046","Miscellaneous","MELI",-24.33,-7.28,2018-05-08,334.220001,2018-05-10,309.890015,-72.8,1110.7
"2047","Miscellaneous","MELI",-1.45,-0.41,2018-08-07,349.519989,2018-08-09,348.070007,-4.10000000000002,1106.6
"2048","Miscellaneous","MELI",32.93,10.45,2018-10-31,315.070007,2018-11-02,348,104.5,1211.1
"2049","Technology","MIDD",4.76,5.26,2016-02-29,90.5,2016-03-02,95.260002,52.5999999999999,1052.6
"2050","Technology","MIDD",3.15,2.88,2016-05-10,109.349998,2016-05-12,112.5,28.8,1081.4
"2051","Technology","MIDD",12.18,9.97,2016-08-09,122.129997,2016-08-11,134.309998,99.6999999999998,1181.1
"2052","Technology","MIDD",-1.15,-0.99,2016-11-07,115.949997,2016-11-09,114.800003,-9.89999999999998,1171.2
"2053","Technology","MIDD",6.39,4.61,2017-02-27,138.610001,2017-03-01,145,46.1000000000001,1217.3
"2054","Technology","MIDD",-7.81,-5.54,2017-05-08,141,2017-05-10,133.190002,-55.4,1161.9
"2055","Technology","MIDD",-7.37,-5.7,2017-08-08,129.25,2017-08-10,121.879997,-57,1104.9
"2056","Technology","MIDD",-2.3,-1.94,2017-11-06,118.300003,2017-11-08,116,-19.4,1085.5
"2057","Technology","MIDD",-16.44,-12.23,2018-02-26,134.440002,2018-02-28,118,-122.3,963.2
"2058","Technology","MIDD",-21.93,-17.01,2018-05-08,128.949997,2018-05-10,107.019997,-170.1,793.1
"2059","Technology","MIDD",15.88,15.12,2018-08-07,105,2018-08-09,120.879997,151.2,944.3
"2060","Technology","MIDD",3.42,3.05,2018-11-06,112.019997,2018-11-08,115.440002,30.5,974.8
"2061","Finance","MKTX",2.59,2.53,2016-01-26,102.279999,2016-01-27,104.870003,25.3000000000002,1025.3
"2062","Finance","MKTX",-2.52,-1.95,2016-04-26,129.279999,2016-04-27,126.760002,-19.5,1005.8
"2063","Finance","MKTX",-1.4,-0.91,2016-07-27,154.160004,2016-07-28,152.759995,-9.10000000000002,996.7
"2064","Finance","MKTX",-1.77,-1.15,2016-10-25,153.779999,2016-10-26,152.009995,-11.5,985.2
"2065","Finance","MKTX",14.71,9.43,2017-01-24,155.949997,2017-01-25,170.660004,94.3,1079.5
"2066","Finance","MKTX",1.4,0.75,2017-04-25,186.550003,2017-04-26,187.949997,7.50000000000011,1087
"2067","Finance","MKTX",2.33,1.18,2017-07-25,197.669998,2017-07-26,200,11.8000000000001,1098.8
