"","SECTOR","Symbol","GainLoss_dol","GainLoss_perc","Bought","Buy_price","Sold","Sell_price","PROFIT","EQUITY"
"737","Technology","COUP",1.57,3.27,2018-03-09,48,2018-03-13,49.57,32.7,982.9
"738","Technology","COUP",3.04,5.63,2018-06-01,53.959999,2018-06-05,57,56.3,1039.2
"739","Technology","COUP",11.54,16.24,2018-08-31,71.040001,2018-09-05,82.580002,162.4,1201.6
"740","Technology","COUP",0.87,1.34,2018-11-30,65.129997,2018-12-04,66,13.4000000000001,1215
"741","Consumer Durables","CPRT",-0.05,-0.3,2016-02-22,18.120001,2016-02-24,18.065001,-3,997
"742","Consumer Durables","CPRT",1.16,5.31,2016-05-24,21.84,2016-05-26,23,53.0999999999999,1050.1
"743","Consumer Durables","CPRT",2.18,8.7,2016-09-19,25.07,2016-09-21,27.25,87,1137.1
"744","Consumer Durables","CPRT",-0.8,-2.83,2016-11-18,28.299999,2016-11-22,27.5,-28.3,1108.8
"745","Consumer Durables","CPRT",-0.52,-1.75,2017-02-17,29.77,2017-02-22,29.25,-17.5,1091.3
"746","Consumer Durables","CPRT",0.15,0.5,2017-05-23,29.85,2017-05-25,30,4.99999999999989,1096.3
"747","Consumer Durables","CPRT",2.06,6.31,2017-09-18,32.630001,2017-09-20,34.689999,63.0999999999999,1159.4
"748","Consumer Durables","CPRT",3.06,8.6,2017-11-20,35.57,2017-11-22,38.630001,86,1245.4
"749","Consumer Durables","CPRT",0.91,1.96,2018-02-23,46.43,2018-02-27,47.34,19.6,1265
"750","Consumer Durables","CPRT",-1.67,-3.07,2018-05-22,54.34,2018-05-24,52.669998,-30.6999999999999,1234.3
"751","Consumer Durables","CPRT",-7.25,-11.38,2018-09-18,63.689999,2018-09-20,56.439999,-113.8,1120.5
"752","Consumer Durables","CPRT",-0.98,-1.92,2018-11-19,51,2018-11-21,50.02,-19.2,1101.3
"753","Consumer Durables","CPRT",-0.11,-0.2,2019-02-19,54,2019-02-21,53.889999,-2,1099.3
"754","Technology","CREE",1.75,7.45,2016-01-15,23.5,2016-01-20,25.25,74.5,1074.5
"755","Technology","CREE",0.98,4.04,2016-04-25,24.27,2016-04-27,25.25,40.4000000000001,1114.9
"756","Technology","CREE",-2.64,-9.46,2016-08-15,27.91,2016-08-17,25.27,-94.6,1020.3
"757","Technology","CREE",-2.24,-9.04,2016-10-17,24.790001,2016-10-19,22.549999,-90.4000000000001,929.9
"758","Technology","CREE",0.89,3.2,2017-01-23,27.82,2017-01-25,28.709999,32,961.9
"759","Technology","CREE",-2.4,-9.62,2017-04-24,24.950001,2017-04-26,22.549999,-96.1999999999999,865.7
"760","Technology","CREE",-2.06,-9.03,2017-08-21,22.82,2017-08-23,20.76,-90.3000000000001,775.4
"761","Technology","CREE",-0.23,-0.78,2017-10-16,29.540001,2017-10-18,29.309999,-7.80000000000007,767.6
"762","Technology","CREE",0.08,0.22,2018-01-22,36.09,2018-01-24,36.169998,2.19999999999993,769.8
"763","Technology","CREE",2.33,5.77,2018-04-23,40.389999,2018-04-25,42.720001,57.7,827.5
"764","Technology","CREE",-1.85,-3.66,2018-08-13,50.5,2018-08-15,48.650002,-36.5999999999999,790.9
"765","Technology","CREE",2.91,8.43,2018-10-15,34.5,2018-10-17,37.41,84.3,875.2
"766","Technology","CREE",0.91,1.89,2019-01-29,48.09,2019-01-31,49,18.8999999999999,894.1
"767","Technology","CSCO",1.49,6.59,2016-02-09,22.6,2016-02-11,24.09,65.9000000000001,1065.9
"768","Technology","CSCO",1.09,4.05,2016-05-17,26.9,2016-05-19,27.99,40.5,1106.4
"769","Technology","CSCO",-0.81,-2.59,2016-08-16,31.219999,2016-08-18,30.41,-25.9000000000001,1080.5
"770","Technology","CSCO",-1.36,-4.35,2016-11-15,31.27,2016-11-17,29.91,-43.5,1037
"771","Technology","CSCO",1.36,4.26,2017-02-14,31.9,2017-02-16,33.259998,42.5999999999999,1079.6
"772","Technology","CSCO",-3.14,-9.17,2017-05-16,34.240002,2017-05-18,31.1,-91.7,987.9
"773","Technology","CSCO",-0.36,-1.13,2017-08-15,31.85,2017-08-17,31.49,-11.3,976.6
"774","Technology","CSCO",2.18,6.44,2017-11-14,33.860001,2017-11-16,36.040001,64.4000000000001,1041
"775","Technology","CSCO",4.57,11.28,2018-02-13,40.5,2018-02-15,45.07,112.8,1153.8
"776","Technology","CSCO",-2.08,-4.6,2018-05-15,45.209999,2018-05-17,43.130001,-46,1107.8
"777","Technology","CSCO",1.93,4.4,2018-08-14,43.84,2018-08-16,45.77,44,1151.8
"778","Technology","CSCO",1.1,2.41,2018-11-13,45.700001,2018-11-15,46.799999,24.0999999999999,1175.9
"779","Technology","CSCO",1.58,3.34,2019-02-12,47.27,2019-02-14,48.849998,33.4000000000001,1209.3
"780","Miscellaneous","CSGP",2.19,1.28,2016-02-23,171.240005,2016-02-25,173.429993,12.8,1012.8
"781","Miscellaneous","CSGP",8.75,4.79,2016-04-26,182.850006,2016-04-28,191.600006,47.9000000000001,1060.7
"782","Miscellaneous","CSGP",-10.12,-4.58,2016-07-26,221.119995,2016-07-28,211,-45.8,1014.9
"783","Miscellaneous","CSGP",-8.9,-4.18,2016-10-25,212.919998,2016-10-27,204.020004,-41.8,973.1
"784","Miscellaneous","CSGP",-9.59,-4.56,2017-02-21,210.399994,2017-02-23,200.809998,-45.6,927.5
"785","Miscellaneous","CSGP",10,4.57,2017-04-25,218.580002,2017-04-27,228.580002,45.7,973.2
"786","Miscellaneous","CSGP",4.89,1.75,2017-07-25,279.51001,2017-07-27,284.399994,17.5000000000001,990.7
"787","Miscellaneous","CSGP",-2.72,-0.96,2017-10-24,284.190002,2017-10-26,281.470001,-9.60000000000002,981.1
"788","Miscellaneous","CSGP",3.48,1,2018-02-20,349.529999,2018-02-22,353.01001,10,991.1
"789","Miscellaneous","CSGP",0.2,0.05,2018-04-20,380.059998,2018-04-24,380.26001,0.5,991.6
"790","Miscellaneous","CSGP",4.27,1.01,2018-07-23,424.429993,2018-07-25,428.700012,10.1,1001.7
"791","Miscellaneous","CSGP",-10.58,-2.75,2018-10-22,385.079987,2018-10-24,374.5,-27.5,974.2
"792","Transportation","CSX",0.14,0.6,2016-01-11,23.379999,2016-01-13,23.52,6,1006
"793","Transportation","CSX",1.17,4.73,2016-04-11,24.73,2016-04-13,25.9,47.3,1053.3
"794","Transportation","CSX",1.3,4.82,2016-07-12,26.98,2016-07-14,28.280001,48.2,1101.5
"795","Transportation","CSX",-0.18,-0.58,2016-10-11,30.809999,2016-10-13,30.629999,-5.80000000000007,1095.7
"796","Transportation","CSX",-1.67,-4.37,2017-01-13,38.209999,2017-01-18,36.540001,-43.6999999999999,1052
"797","Transportation","CSX",3.26,6.95,2017-04-18,46.939999,2017-04-20,50.200001,69.5000000000002,1121.5
"798","Transportation","CSX",-1.95,-3.55,2017-07-17,55,2017-07-19,53.049999,-35.5,1086
"799","Transportation","CSX",1.49,2.82,2017-10-16,52.799999,2017-10-18,54.290001,28.2,1114.2
"800","Transportation","CSX",-1.48,-2.52,2018-01-12,58.630001,2018-01-17,57.150002,-25.2,1089
"801","Transportation","CSX",3.01,5.36,2018-04-16,56.18,2018-04-18,59.189999,53.6000000000001,1142.6
"802","Transportation","CSX",1.77,2.73,2018-07-16,64.879997,2018-07-18,66.650002,27.3000000000002,1169.9
"803","Transportation","CSX",2.93,4.18,2018-10-15,70.07,2018-10-17,73,41.8,1211.7
"804","Transportation","CSX",-1.31,-2.01,2019-01-15,65.269997,2019-01-17,63.959999,-20.1,1191.6
"805","Consumer Non-Durables","CTAS",0.88,0.98,2016-03-21,90.120003,2016-03-23,91,9.80000000000007,1009.8
"806","Consumer Non-Durables","CTAS",3.08,3.14,2016-07-18,97.970001,2016-07-20,101.050003,31.4000000000001,1041.2
"807","Consumer Non-Durables","CTAS",5.04,4.43,2016-09-26,113.849998,2016-09-28,118.889999,44.3,1085.5
"808","Consumer Non-Durables","CTAS",-2.89,-2.41,2016-12-21,119.970001,2016-12-23,117.080002,-24.1,1061.4
"809","Consumer Non-Durables","CTAS",-0.68,-0.54,2017-03-21,125.010002,2017-03-23,124.330002,-5.39999999999998,1056
"810","Consumer Non-Durables","CTAS",5.62,4.47,2017-07-19,125.620003,2017-07-21,131.240005,44.7,1100.7
"811","Consumer Non-Durables","CTAS",6.56,4.79,2017-09-25,136.850006,2017-09-27,143.410004,47.9000000000001,1148.6
"812","Consumer Non-Durables","CTAS",2.67,1.68,2017-12-20,159.330002,2017-12-22,162,16.8,1165.4
"813","Consumer Non-Durables","CTAS",-6.16,-3.56,2018-03-21,172.889999,2018-03-23,166.729996,-35.5999999999999,1129.8
"814","Consumer Non-Durables","CTAS",2.61,1.35,2018-07-18,193.889999,2018-07-20,196.5,13.5000000000001,1143.3
"815","Consumer Non-Durables","CTAS",-5.82,-2.75,2018-09-24,212,2018-09-26,206.179993,-27.5,1115.8
"816","Consumer Non-Durables","CTAS",-5.7,-3.42,2018-12-19,166.720001,2018-12-21,161.020004,-34.2,1081.6
"817","Miscellaneous","CTRP",-0.54,-1.31,2016-03-15,41.240002,2016-03-17,40.700001,-13.1,986.9
"818","Miscellaneous","CTRP",1.23,3.11,2016-06-14,39.599998,2016-06-16,40.830002,31.0999999999999,1018
"819","Miscellaneous","CTRP",-0.4,-0.84,2016-08-30,47.450001,2016-09-01,47.049999,-8.39999999999998,1009.6
"820","Miscellaneous","CTRP",2.51,5.91,2016-11-22,42.5,2016-11-25,45.009998,59.0999999999999,1068.7
"821","Miscellaneous","CTRP",4.15,9.05,2017-02-21,45.849998,2017-02-23,50,90.5,1159.2
"822","Miscellaneous","CTRP",0.16,0.3,2017-05-09,53.700001,2017-05-11,53.860001,2.99999999999989,1162.2
"823","Miscellaneous","CTRP",-1.55,-3.01,2017-08-29,51.5,2017-08-31,49.950001,-30.1,1132.1
"824","Miscellaneous","CTRP",-0.71,-1.51,2017-10-31,47.139999,2017-11-02,46.43,-15.1,1117
"825","Miscellaneous","CTRP",-0.65,-1.32,2018-03-13,49.279999,2018-03-15,48.630001,-13.2,1103.8
"826","Miscellaneous","CTRP",1.4,3.2,2018-05-21,43.709999,2018-05-23,45.110001,32,1135.8
"827","Miscellaneous","CTRP",-0.28,-0.72,2018-09-04,38.93,2018-09-06,38.650002,-7.19999999999993,1128.6
"828","Miscellaneous","CTRP",-4.36,-12.78,2018-11-06,34.110001,2018-11-08,29.75,-127.8,1000.8
"829","Technology","CTSH",-4.22,-7.13,2016-02-05,59.200001,2016-02-08,54.98,-71.3000000000001,928.7
"830","Technology","CTSH",-1.05,-1.83,2016-05-05,57.5,2016-05-06,56.450001,-18.3,910.4
"831","Technology","CTSH",-0.13,-0.22,2016-08-04,58.220001,2016-08-05,58.09,-2.19999999999993,908.2
"832","Technology","CTSH",2.47,4.79,2016-11-04,51.529999,2016-11-07,54,47.9000000000001,956.1
"833","Technology","CTSH",4.29,8.14,2017-02-07,52.709999,2017-02-08,57,81.3999999999999,1037.5
"834","Technology","CTSH",0.93,1.53,2017-05-04,60.759998,2017-05-05,61.689999,15.3000000000001,1052.8
"835","Technology","CTSH",-1.61,-2.32,2017-08-02,69.440002,2017-08-03,67.830002,-23.2,1029.6
"836","Technology","CTSH",-1.09,-1.44,2017-10-31,75.730003,2017-11-01,74.639999,-14.4,1015.2
"837","Technology","CTSH",4.39,6.08,2018-02-06,72.239998,2018-02-07,76.629997,60.8,1076
"838","Technology","CTSH",-2.31,-2.85,2018-05-04,81.040001,2018-05-07,78.730003,-28.5,1047.5
"839","Technology","CTSH",-6.05,-7.42,2018-08-01,81.5,2018-08-02,75.449997,-74.2,973.3
"840","Technology","CTSH",-4.6,-6.46,2018-10-29,71.25,2018-10-30,66.650002,-64.6,908.7
"841","Technology","CTSH",-1.33,-1.86,2019-02-05,71.349998,2019-02-06,70.019997,-18.5999999999999,890.1
"842","Technology","CTXS",3.54,6.69,2016-01-26,52.882626,2016-01-28,56.418221,66.8999999999999,1066.9
"843","Technology","CTXS",3.96,6.1,2016-04-19,64.92276,2016-04-21,68.880394,61,1127.9
"844","Technology","CTXS",-1.1,-1.58,2016-07-25,69.39003,2016-07-27,68.29113,-15.8000000000001,1112.1
"845","Technology","CTXS",4.34,6.47,2016-10-18,67.048897,2016-10-20,71.388756,64.7,1176.8
"846","Technology","CTXS",-1.7,-2.3,2017-01-24,73.905083,2017-01-26,72.208954,-23,1153.8
"847","Technology","CTXS",-0.13,-0.15,2017-04-25,84.730003,2017-04-27,84.599998,-1.5,1152.3
"848","Technology","CTXS",0.13,0.16,2017-08-01,79.190002,2017-08-03,79.32,1.60000000000002,1153.9
"849","Technology","CTXS",-0.76,-0.91,2017-10-24,83.160004,2017-10-26,82.400002,-9.10000000000002,1144.8
"850","Technology","CTXS",-1.32,-1.41,2018-01-30,93.339996,2018-02-01,92.019997,-14.1,1130.7
"851","Technology","CTXS",4.59,4.7,2018-04-24,97.610001,2018-04-26,102.199997,47,1177.7
"852","Technology","CTXS",7.53,6.92,2018-07-24,108.769997,2018-07-26,116.300003,69.1999999999998,1246.9
"853","Technology","CTXS",0.59,0.58,2018-10-23,101.290001,2018-10-25,101.879997,5.80000000000007,1252.7
"854","Technology","CTXS",-8.19,-7.57,2019-01-22,108.230003,2019-01-24,100.040001,-75.7,1177
"855","Technology","CY",-0.01,-0.12,2016-01-27,8.15,2016-01-28,8.14,-1.19999999999993,998.8
"856","Technology","CY",0.29,3.28,2016-04-27,8.85,2016-04-28,9.14,32.8,1031.6
"857","Technology","CY",-0.16,-1.36,2016-07-27,11.78,2016-07-28,11.62,-13.6,1018
"858","Technology","CY",-0.36,-3.35,2016-10-26,10.74,2016-10-27,10.38,-33.5,984.5
"859","Technology","CY",0.03,0.25,2017-02-01,11.9,2017-02-02,11.93,2.5,987
"860","Technology","CY",-0.07,-0.49,2017-04-26,14.17,2017-04-27,14.1,-4.89999999999998,982.1
"861","Technology","CY",0.07,0.47,2017-07-26,14.86,2017-07-27,14.93,4.69999999999993,986.8
"862","Technology","CY",-0.08,-0.51,2017-10-25,15.78,2017-10-26,15.7,-5.10000000000002,981.7
"863","Technology","CY",-0.25,-1.43,2018-01-31,17.440001,2018-02-01,17.190001,-14.3,967.4
"864","Technology","CY",0.21,1.31,2018-04-25,15.98,2018-04-26,16.190001,13.1000000000001,980.5
"865","Technology","CY",-0.17,-1.01,2018-07-25,16.870001,2018-07-26,16.700001,-10.1,970.4
"866","Technology","CY",-0.94,-7.32,2018-10-24,12.84,2018-10-25,11.9,-73.2,897.2
"867","Technology","CY",0.19,1.37,2019-01-30,13.86,2019-01-31,14.05,13.7,910.9
"868","Consumer Services","CZR",-1.06,-14.13,2016-02-22,7.5,2016-02-24,6.44,-141.3,858.7
"869","Consumer Services","CZR",-0.16,-2.36,2016-05-04,6.79,2016-05-06,6.63,-23.5999999999999,835.1
"870","Consumer Services","CZR",-0.07,-0.92,2016-08-01,7.61,2016-08-03,7.54,-9.19999999999993,825.9
"871","Consumer Services","CZR",-0.05,-0.74,2016-11-04,6.8,2016-11-08,6.75,-7.39999999999998,818.5
"872","Consumer Services","CZR",-0.1,-1.15,2017-02-13,8.7,2017-02-15,8.6,-11.5,807
"873","Consumer Services","CZR",0.35,3.13,2017-05-01,11.2,2017-05-03,11.55,31.3000000000002,838.3
"874","Consumer Services","CZR",0.05,0.41,2017-08-02,12.2,2017-08-04,12.25,4.10000000000002,842.4
"875","Consumer Services","CZR",0.65,5.14,2017-10-31,12.65,2017-11-02,13.3,51.3999999999999,893.8
"876","Consumer Services","CZR",0.85,6.88,2018-03-06,12.35,2018-03-08,13.2,68.8,962.6
"877","Consumer Services","CZR",1.1,9.73,2018-05-01,11.3,2018-05-03,12.4,97.3,1059.9
"878","Consumer Services","CZR",-1.5,-13.51,2018-07-31,11.1,2018-08-02,9.6,-135.1,924.8
"879","Consumer Services","CZR",1.58,19.04,2018-10-31,8.3,2018-11-02,9.88,190.4,1115.2
"880","Consumer Services","CZR",-0.48,-4.9,2019-02-20,9.79,2019-02-22,9.31,-49,1066.2
"881","Technology","DBX",1.35,4.41,2018-05-09,30.6,2018-05-11,31.950001,44.1000000000001,1044.1
"882","Technology","DBX",0.01,0.03,2018-08-08,31.75,2018-08-10,31.76,0.299999999999955,1044.4
"883","Technology","DBX",2.51,10.24,2018-11-07,24.51,2018-11-09,27.02,102.4,1146.8
"884","Technology","DBX",-2.5,-9.51,2019-02-20,26.299999,2019-02-22,23.799999,-95.0999999999999,1051.7
"885","Consumer Services","DISCA",0.23,0.9,2016-02-17,25.67,2016-02-18,25.9,8.99999999999989,1009
"886","Consumer Services","DISCA",0.51,1.89,2016-05-04,27.040001,2016-05-05,27.549999,18.8999999999999,1027.9
"887","Consumer Services","DISCA",0.84,3.34,2016-08-01,25.16,2016-08-02,26,33.4000000000001,1061.3
"888","Consumer Services","DISCA",-0.18,-0.69,2016-10-31,26.02,2016-11-01,25.84,-6.89999999999998,1054.4
"889","Consumer Services","DISCA",0.24,0.84,2017-02-13,28.51,2017-02-14,28.75,8.39999999999998,1062.8
"890","Consumer Services","DISCA",-0.93,-3.39,2017-05-08,27.4,2017-05-09,26.469999,-33.9000000000001,1028.9
"891","Consumer Services","DISCA",0.06,0.23,2017-07-28,26.34,2017-07-31,26.4,2.29999999999995,1031.2
"892","Consumer Services","DISCA",-0.43,-2.27,2017-11-01,18.940001,2017-11-02,18.51,-22.7,1008.5
"893","Consumer Services","DISCA",1.17,4.87,2018-02-26,24.040001,2018-02-27,25.209999,48.7,1057.2
"894","Consumer Services","DISCA",0.53,2.28,2018-05-07,23.280001,2018-05-08,23.809999,22.8,1080
"895","Consumer Services","DISCA",-0.93,-3.44,2018-08-06,27.02,2018-08-07,26.09,-34.4,1045.6
"896","Consumer Services","DISCA",0.21,0.63,2018-11-07,33.48,2018-11-08,33.689999,6.29999999999995,1051.9
"897","Consumer Services","DISCB",1.64,6.75,2016-02-17,24.299999,2016-02-18,25.940001,67.5,1067.5
"898","Consumer Services","DISCB",-0.1,-0.36,2016-05-04,28.07,2016-05-05,27.969999,-3.60000000000002,1063.9
"899","Consumer Services","DISCB",0,0,2016-08-01,25.82,2016-08-02,25.82,0,1063.9
"900","Consumer Services","DISCB",0,0,2016-10-31,26.450001,2016-11-01,26.450001,0,1063.9
"901","Consumer Services","DISCB",0.05,0.17,2017-02-13,29.1,2017-02-14,29.15,1.70000000000005,1065.6
"902","Consumer Services","DISCB",0,0,2017-05-08,27.5,2017-05-09,27.5,0,1065.6
"903","Consumer Services","DISCB",0,0,2017-07-28,27.85,2017-07-31,27.85,0,1065.6
"904","Consumer Services","DISCB",0,0,2017-11-01,23.549999,2017-11-02,23.549999,0,1065.6
"905","Consumer Services","DISCB",0,0,2018-02-26,31.16,2018-02-27,31.16,0,1065.6
"906","Consumer Services","DISCB",1.05,3.54,2018-05-07,29.700001,2018-05-08,30.75,35.4000000000001,1101
"907","Consumer Services","DISCB",0.6,2.04,2018-08-06,29.4,2018-08-07,30,20.4,1121.4
"908","Consumer Services","DISCB",0,0,2018-11-07,31.379999,2018-11-08,31.379999,0,1121.4
"909","Consumer Services","DISCK",0.44,1.74,2016-02-17,25.309999,2016-02-18,25.75,17.4000000000001,1017.4
"910","Consumer Services","DISCK",0.15,0.57,2016-05-04,26.459999,2016-05-05,26.610001,5.70000000000005,1023.1
"911","Consumer Services","DISCK",0.4,1.63,2016-08-01,24.6,2016-08-02,25,16.3,1039.4
"912","Consumer Services","DISCK",-0.38,-1.5,2016-10-31,25.360001,2016-11-01,24.98,-15,1024.4
"913","Consumer Services","DISCK",0.29,1.05,2017-02-13,27.700001,2017-02-14,27.99,10.5,1034.9
"914","Consumer Services","DISCK",-0.64,-2.42,2017-05-08,26.41,2017-05-09,25.77,-24.2,1010.7
"915","Consumer Services","DISCK",-0.36,-1.43,2017-07-28,25.110001,2017-07-31,24.75,-14.3,996.4
"916","Consumer Services","DISCK",-0.37,-2.07,2017-11-01,17.870001,2017-11-02,17.5,-20.7,975.7
"917","Consumer Services","DISCK",0.78,3.41,2018-02-26,22.9,2018-02-27,23.68,34.0999999999999,1009.8
"918","Consumer Services","DISCK",0.7,3.19,2018-05-07,21.969999,2018-05-08,22.67,31.9000000000001,1041.7
"919","Consumer Services","DISCK",-1.35,-5.42,2018-08-06,24.889999,2018-08-07,23.540001,-54.2,987.5
"920","Consumer Services","DISCK",0.44,1.47,2018-11-07,30,2018-11-08,30.440001,14.6999999999999,1002.2
"921","Consumer Services","DISH",0.3,0.66,2016-02-17,45.209999,2016-02-18,45.509998,6.59999999999991,1006.6
"922","Consumer Services","DISH",2.2,4.7,2016-04-19,46.790001,2016-04-20,48.990002,47,1053.6
"923","Consumer Services","DISH",-1.32,-2.52,2016-07-20,52.369999,2016-07-21,51.049999,-25.2,1028.4
"924","Consumer Services","DISH",-2.03,-3.6,2016-11-08,56.349998,2016-11-09,54.32,-36,992.4
"925","Consumer Services","DISH",1.7,2.71,2017-02-21,62.799999,2017-02-22,64.5,27.0999999999999,1019.5
"926","Consumer Services","DISH",-1.67,-2.56,2017-04-28,65.129997,2017-05-01,63.459999,-25.5999999999999,993.9
"927","Consumer Services","DISH",0.98,1.53,2017-08-01,64.190002,2017-08-02,65.169998,15.3000000000001,1009.2
"928","Consumer Services","DISH",0.01,0.02,2017-11-08,49.990002,2017-11-09,50,0.199999999999932,1009.4
"929","Consumer Services","DISH",-1.45,-3.18,2018-02-20,45.580002,2018-02-21,44.130001,-31.8000000000001,977.6
"930","Consumer Services","DISH",0.12,0.36,2018-05-07,33.48,2018-05-08,33.599998,3.60000000000002,981.2
"931","Consumer Services","DISH",0.77,2.52,2018-08-02,30.530001,2018-08-03,31.299999,25.1999999999998,1006.4
"932","Consumer Services","DISH",0.14,0.45,2018-11-06,30.860001,2018-11-07,31,4.5,1010.9
"933","Consumer Services","DISH",-1.92,-6.15,2019-02-12,31.209999,2019-02-13,29.290001,-61.5,949.4
"934","Consumer Services","DLTR",-1.92,-2.36,2016-02-29,81.419998,2016-03-01,79.5,-23.5999999999999,976.4
"935","Consumer Services","DLTR",7.79,10.03,2016-05-25,77.699997,2016-05-26,85.489998,100.3,1076.7
"936","Consumer Services","DLTR",-7.82,-8.16,2016-08-24,95.82,2016-08-25,88,-81.6,995.1
"937","Consumer Services","DLTR",6.36,7.76,2016-11-21,81.970001,2016-11-22,88.330002,77.5999999999999,1072.7
"938","Consumer Services","DLTR",0.43,0.55,2017-02-28,78.540001,2017-03-01,78.970001,5.50000000000011,1078.2
"939","Consumer Services","DLTR",-2.84,-3.6,2017-05-24,78.860001,2017-05-25,76.019997,-36,1042.2
"940","Consumer Services","DLTR",7.58,10.16,2017-08-23,74.629997,2017-08-24,82.209999,101.6,1143.8
"941","Consumer Services","DLTR",5.03,5.29,2017-11-20,95.120003,2017-11-21,100.150002,52.8999999999999,1196.7
"942","Consumer Services","DLTR",-12.7,-12.34,2018-03-06,102.949997,2018-03-07,90.25,-123.4,1073.3
"943","Consumer Services","DLTR",-7.34,-7.68,2018-05-30,95.610001,2018-05-31,88.269997,-76.8,996.5
"944","Consumer Services","DLTR",-3.78,-4.05,2018-08-29,93.379997,2018-08-30,89.599998,-40.5,956
"945","Consumer Services","DLTR",2.41,2.93,2018-11-28,82.129997,2018-11-29,84.540001,29.3000000000002,985.3
"946","Consumer Services","DNKN",-0.98,-2.39,2016-02-03,40.970001,2016-02-04,39.990002,-23.9,976.1
"947","Consumer Services","DNKN",-0.31,-0.65,2016-04-27,47.810001,2016-04-28,47.5,-6.5,969.6
"948","Consumer Services","DNKN",-1.04,-2.23,2016-07-20,46.540001,2016-07-21,45.5,-22.3,947.3
"949","Consumer Services","DNKN",-2.28,-4.53,2016-10-19,50.299999,2016-10-20,48.02,-45.3,902
"950","Consumer Services","DNKN",2.36,4.6,2017-02-08,51.259998,2017-02-09,53.619999,46,948
"951","Consumer Services","DNKN",-2.01,-3.56,2017-05-03,56.5,2017-05-04,54.490002,-35.5999999999999,912.4
"952","Consumer Services","DNKN",0.35,0.65,2017-07-26,53.470001,2017-07-27,53.82,6.5,918.9
"953","Consumer Services","DNKN",-0.92,-1.66,2017-10-25,55.330002,2017-10-26,54.41,-16.5999999999999,902.3
"954","Consumer Services","DNKN",-3.37,-5.45,2018-02-05,61.84,2018-02-06,58.470001,-54.5,847.8
"955","Consumer Services","DNKN",0.66,1.08,2018-04-25,61.23,2018-04-26,61.889999,10.8,858.6
"956","Consumer Services","DNKN",0.99,1.39,2018-07-25,71,2018-07-26,71.989998,13.9,872.5
"957","Consumer Services","DNKN",-3.02,-4.15,2018-10-24,72.720001,2018-10-25,69.699997,-41.5,831
"958","Consumer Services","DNKN",-4.34,-6.21,2019-02-06,69.839996,2019-02-07,65.5,-62.1,768.9
"959","Technology","DOX",1.24,2.3,2016-02-01,54.029999,2016-02-03,55.27,22.9999999999999,1023
"960","Technology","DOX",1.25,2.21,2016-05-03,56.580002,2016-05-05,57.830002,22.1,1045.1
"961","Technology","DOX",0,0,2016-07-25,58.5,2016-07-27,58.5,0,1045.1
"962","Technology","DOX",-1.89,-3.2,2016-11-07,59.07,2016-11-09,57.18,-32,1013.1
"963","Technology","DOX",-0.77,-1.32,2017-01-31,58.310001,2017-02-02,57.540001,-13.2,999.9
"964","Technology","DOX",0.68,1.1,2017-05-08,62.07,2017-05-10,62.75,10.9999999999999,1010.9
"965","Technology","DOX",0.41,0.61,2017-08-01,67.57,2017-08-03,67.980003,6.10000000000002,1017
"966","Technology","DOX",-1.38,-2.18,2017-11-07,63.200001,2017-11-09,61.82,-21.8000000000001,995.2
"967","Technology","DOX",1.09,1.57,2018-01-29,69.459999,2018-01-31,70.550003,15.7,1010.9
"968","Technology","DOX",-1.21,-1.79,2018-05-09,67.540001,2018-05-11,66.330002,-17.9,993
"969","Technology","DOX",0.17,0.25,2018-07-30,67.940002,2018-08-01,68.110001,2.5,995.5
"970","Technology","DOX",-1.38,-2.14,2018-11-07,64.349998,2018-11-09,62.970001,-21.4,974.1
"971","Technology","DOX",-0.23,-0.41,2019-02-04,55.68,2019-02-06,55.450001,-4.10000000000002,970
"972","Health Care","DXCM",-3.61,-5.67,2016-02-22,63.650002,2016-02-24,60.040001,-56.6999999999999,943.3
"973","Health Care","DXCM",-2.06,-2.98,2016-04-26,69.099998,2016-04-28,67.040001,-29.8000000000001,913.5
"974","Health Care","DXCM",-4.85,-5.23,2016-08-01,92.690002,2016-08-03,87.839996,-52.3000000000001,861.2
"975","Health Care","DXCM",-14.33,-18.58,2016-10-31,77.120003,2016-11-02,62.790001,-185.8,675.4
"976","Health Care","DXCM",0.19,0.24,2017-02-27,78.209999,2017-03-01,78.400002,2.39999999999998,677.8
"977","Health Care","DXCM",-3.4,-4.36,2017-05-01,77.900002,2017-05-03,74.5,-43.6,634.2
"978","Health Care","DXCM",4.63,6.91,2017-07-31,67.019997,2017-08-02,71.650002,69.0999999999999,703.3
"979","Health Care","DXCM",1.91,4.22,2017-10-31,45.290001,2017-11-02,47.200001,42.2,745.5
"980","Health Care","DXCM",-0.56,-1,2018-02-26,56.25,2018-02-28,55.689999,-10,735.5
"981","Health Care","DXCM",5.38,7.41,2018-05-01,72.620003,2018-05-03,78,74.1000000000001,809.6
"982","Health Care","DXCM",22.68,23.45,2018-07-31,96.720001,2018-08-02,119.400002,234.5,1044.1
"983","Health Care","DXCM",4.34,3.27,2018-11-05,132.660004,2018-11-07,137,32.7,1076.8
"984","Health Care","DXCM",6.6,4.49,2019-02-20,147.089996,2019-02-22,153.690002,44.8999999999999,1121.7
"985","Technology","EA",-3.45,-4.87,2016-01-27,70.889999,2016-01-29,67.440002,-48.6999999999999,951.3
"986","Technology","EA",6.25,9.74,2016-05-09,64.18,2016-05-11,70.43,97.3999999999999,1048.7
